#Ensembl gene	external name	external name source	biotype	status	chromosome	start	end	strand	source	description
ENSG00000197769	MAP1LC3C	HGNC	protein_coding	KNOWN	1	242158792	242162375	-1	ensembl	microtubule-associated protein 1 light chain 3 gamma [Source:HGNC Symbol;Acc:13353]
ENSG00000197771	MCMBP	HGNC	protein_coding	KNOWN	10	121588972	121652068	-1	ensembl	minichromosome maintenance complex binding protein [Source:HGNC Symbol;Acc:25782]
ENSG00000197774	EME2	HGNC	protein_coding	KNOWN	16	1823208	1831709	1	ensembl	essential meiotic endonuclease 1 homolog 2 (S. pombe) [Source:HGNC Symbol;Acc:27289]
ENSG00000197775	AL136419.1	Clone_based_ensembl_gene	protein_coding	KNOWN	14	24407940	24409196	1	ensembl	Uncharacterized protein C14orf167  [Source:UniProtKB/Swiss-Prot;Acc:Q9P1J3]
ENSG00000197776	KLHDC1	HGNC	protein_coding	KNOWN	14	50159823	50219870	1	ensembl	kelch domain containing 1 [Source:HGNC Symbol;Acc:19836]
ENSG00000197779	ZNF81	HGNC	protein_coding	KNOWN	X	47696301	47861960	1	ensembl	zinc finger protein 81 [Source:HGNC Symbol;Acc:13156]
ENSG00000197780	TAF13	HGNC	protein_coding	KNOWN	1	109605121	109618624	-1	ensembl	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa [Source:HGNC Symbol;Acc:11546]
ENSG00000197782	ZNF780A	HGNC	protein_coding	KNOWN	19	40570428	40596845	-1	ensembl	zinc finger protein 780A [Source:HGNC Symbol;Acc:27603]
ENSG00000197785	ATAD3A	HGNC	protein_coding	KNOWN	1	1447531	1470067	1	ensembl	ATPase family, AAA domain containing 3A [Source:HGNC Symbol;Acc:25567]
ENSG00000197786	OR5B17	HGNC	protein_coding	KNOWN	11	58125597	58126542	-1	ensembl	olfactory receptor, family 5, subfamily B, member 17 [Source:HGNC Symbol;Acc:15267]
ENSG00000197790	OR52M1	HGNC	protein_coding	KNOWN	11	4566421	4567374	1	ensembl	olfactory receptor, family 52, subfamily M, member 1 [Source:HGNC Symbol;Acc:15225]
ENSG00000197798	FAM118B	HGNC	protein_coding	KNOWN	11	126081309	126132881	1	ensembl	family with sequence similarity 118, member B [Source:HGNC Symbol;Acc:26110]
ENSG00000197808	ZNF461	HGNC	protein_coding	KNOWN	19	37128283	37157743	-1	ensembl	zinc finger protein 461 [Source:HGNC Symbol;Acc:21629]
ENSG00000197813	AC011450.1	Clone_based_ensembl_gene	protein_coding	KNOWN	19	49831424	49843559	-1	ensembl	Uncharacterized protein; cDNA FLJ40032 fis, clone STOMA2009256  [Source:UniProtKB/TrEMBL;Acc:Q8N843]
ENSG00000197816	C9orf174	HGNC	protein_coding	KNOWN	9	100000765	100140806	1	ensembl	chromosome 9 open reading frame 174 [Source:HGNC Symbol;Acc:29303]
ENSG00000197818	SLC9A8	HGNC	protein_coding	KNOWN	20	48429250	48508779	1	ensembl	solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8 [Source:HGNC Symbol;Acc:20728]
ENSG00000197822	OCLN	HGNC	protein_coding	KNOWN	5	68788119	68853931	1	ensembl	occludin [Source:HGNC Symbol;Acc:8104]
ENSG00000197826	C4orf22	HGNC	protein_coding	KNOWN	4	81256874	81884910	1	ensembl	chromosome 4 open reading frame 22 [Source:HGNC Symbol;Acc:28554]
ENSG00000197837	HIST4H4	HGNC	protein_coding	KNOWN	12	14920933	14924065	-1	ensembl	histone cluster 4, H4 [Source:HGNC Symbol;Acc:20510]
ENSG00000197838	CYP2A13	HGNC	protein_coding	KNOWN	19	41594368	41602099	1	ensembl	cytochrome P450, family 2, subfamily A, polypeptide 13 [Source:HGNC Symbol;Acc:2608]
ENSG00000197841	ZNF181	HGNC	protein_coding	KNOWN	19	35225061	35233777	1	ensembl	zinc finger protein 181 [Source:HGNC Symbol;Acc:12971]
ENSG00000197846	HIST1H2BF	HGNC	protein_coding	KNOWN	6	26199748	26200942	1	ensembl	histone cluster 1, H2bf [Source:HGNC Symbol;Acc:4752]
ENSG00000197851	AC092031.1	Clone_based_ensembl_gene	protein_coding	KNOWN	7	96110938	96132835	-1	ensembl	
ENSG00000197852	FAM212B	HGNC	protein_coding	KNOWN	1	112223252	112298446	-1	ensembl	family with sequence similarity 212, member B [Source:HGNC Symbol;Acc:28045]
ENSG00000197857	ZNF44	HGNC	protein_coding	KNOWN	19	12358092	12405702	-1	ensembl	zinc finger protein 44 [Source:HGNC Symbol;Acc:13110]
ENSG00000197858	GPAA1	HGNC	protein_coding	KNOWN	8	145137493	145141119	1	ensembl	glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast) [Source:HGNC Symbol;Acc:4446]
ENSG00000197859	ADAMTSL2	HGNC	protein_coding	KNOWN	9	136397286	136440641	1	ensembl	ADAMTS-like 2 [Source:HGNC Symbol;Acc:14631]
ENSG00000197860	SGTB	HGNC	protein_coding	KNOWN	5	64961755	65018862	-1	ensembl	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta [Source:HGNC Symbol;Acc:23567]
ENSG00000197863	ZNF790	HGNC	protein_coding	KNOWN	19	37309224	37341215	-1	ensembl	zinc finger protein 790 [Source:HGNC Symbol;Acc:33114]
ENSG00000197872	FAM49A	HGNC	protein_coding	KNOWN	2	16730727	16847599	-1	ensembl	family with sequence similarity 49, member A [Source:HGNC Symbol;Acc:25373]
ENSG00000197879	MYO1C	HGNC	protein_coding	KNOWN	17	1367392	1396106	-1	ensembl	myosin IC [Source:HGNC Symbol;Acc:7597]
ENSG00000197880	MDS2	HGNC	protein_coding	KNOWN	1	23907985	23967058	1	ensembl	myelodysplastic syndrome 2 translocation associated [Source:HGNC Symbol;Acc:29633]
ENSG00000197885	NKIRAS1	HGNC	protein_coding	KNOWN	3	23933151	23988082	-1	ensembl	NFKB inhibitor interacting Ras-like 1 [Source:HGNC Symbol;Acc:17899]
ENSG00000197887	OR1S2	HGNC	protein_coding	KNOWN	11	57970674	57971653	-1	ensembl	olfactory receptor, family 1, subfamily S, member 2 [Source:HGNC Symbol;Acc:15141]
ENSG00000197888	UGT2B17	HGNC	protein_coding	KNOWN	4	69402902	69434245	-1	ensembl	UDP glucuronosyltransferase 2 family, polypeptide B17 [Source:HGNC Symbol;Acc:12547]
ENSG00000197889	MEIG1	HGNC	protein_coding	KNOWN	10	15001438	15030049	1	ensembl	meiosis expressed gene 1 homolog (mouse) [Source:HGNC Symbol;Acc:23429]
ENSG00000197891	SLC22A12	HGNC	protein_coding	KNOWN	11	64358113	64369820	1	ensembl	solute carrier family 22 (organic anion/urate transporter), member 12 [Source:HGNC Symbol;Acc:17989]
ENSG00000197892	KIF13B	HGNC	protein_coding	KNOWN	8	28924796	29120641	-1	ensembl	kinesin family member 13B [Source:HGNC Symbol;Acc:14405]
ENSG00000197893	NRAP	HGNC	protein_coding	KNOWN	10	115348475	115423805	-1	ensembl	nebulin-related anchoring protein [Source:HGNC Symbol;Acc:7988]
ENSG00000197894	ADH5	HGNC	protein_coding	KNOWN	4	99992132	100009952	-1	ensembl	alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:253]
ENSG00000197901	SLC22A6	HGNC	protein_coding	KNOWN	11	62703857	62752469	-1	ensembl	solute carrier family 22 (organic anion transporter), member 6 [Source:HGNC Symbol;Acc:10970]
ENSG00000197903	HIST1H2BK	HGNC	protein_coding	KNOWN	6	27106073	27114619	-1	ensembl	histone cluster 1, H2bk [Source:HGNC Symbol;Acc:13954]
ENSG00000197905	TEAD4	HGNC	protein_coding	KNOWN	12	3068496	3149839	1	ensembl	TEA domain family member 4 [Source:HGNC Symbol;Acc:11717]
ENSG00000197910	FAM25G	HGNC	protein_coding	KNOWN	10	48247652	48252143	1	ensembl	family with sequence similarity 25, member G [Source:HGNC Symbol;Acc:23590]
ENSG00000197912	SPG7	HGNC	protein_coding	KNOWN	16	89557325	89624176	1	ensembl	spastic paraplegia 7 (pure and complicated autosomal recessive) [Source:HGNC Symbol;Acc:11237]
ENSG00000197914	HIST1H4K	HGNC	protein_coding	KNOWN	6	27798952	27799305	-1	ensembl	histone cluster 1, H4k [Source:HGNC Symbol;Acc:4784]
ENSG00000197915	HRNR	HGNC	protein_coding	KNOWN	1	152184558	152196669	-1	ensembl	hornerin [Source:HGNC Symbol;Acc:20846]
ENSG00000197919	IFNA1	HGNC	protein_coding	KNOWN	9	21440440	21441315	1	ensembl	interferon, alpha 1 [Source:HGNC Symbol;Acc:5417]
ENSG00000197921	HES5	HGNC	protein_coding	KNOWN	1	2460184	2461684	-1	ensembl	hairy and enhancer of split 5 (Drosophila) [Source:HGNC Symbol;Acc:19764]
ENSG00000197927	C2orf27A	HGNC	protein_coding	KNOWN	2	132479948	132524973	1	ensembl	chromosome 2 open reading frame 27A [Source:HGNC Symbol;Acc:25077]
ENSG00000197928	ZNF677	HGNC	protein_coding	KNOWN	19	53727087	53758126	-1	ensembl	zinc finger protein 677 [Source:HGNC Symbol;Acc:28730]
ENSG00000197930	ERO1L	HGNC	protein_coding	KNOWN	14	53106634	53162618	-1	ensembl	ERO1-like (S. cerevisiae) [Source:HGNC Symbol;Acc:13280]
ENSG00000197932	F8A1	HGNC	protein_coding	KNOWN	X	154114635	154116335	1	ensembl	coagulation factor VIII-associated 1 [Source:HGNC Symbol;Acc:3547]
ENSG00000197933	ZNF823	HGNC	protein_coding	KNOWN	19	11832081	11849824	-1	ensembl	zinc finger protein 823 [Source:HGNC Symbol;Acc:30936]
ENSG00000197935	ZNF311	HGNC	protein_coding	KNOWN	6	28962562	28973387	-1	ensembl	zinc finger protein 311 [Source:HGNC Symbol;Acc:13847]
ENSG00000197937	ZNF347	HGNC	protein_coding	KNOWN	19	53641958	53662322	-1	ensembl	zinc finger protein 347 [Source:HGNC Symbol;Acc:16447]
ENSG00000197938	OR5H2	HGNC	protein_coding	KNOWN	3	98001732	98002676	1	ensembl	olfactory receptor, family 5, subfamily H, member 2 [Source:HGNC Symbol;Acc:14752]
ENSG00000197943	PLCG2	HGNC	protein_coding	KNOWN	16	81772702	81991899	1	ensembl	phospholipase C, gamma 2 (phosphatidylinositol-specific) [Source:HGNC Symbol;Acc:9066]
ENSG00000197948	FCHSD1	HGNC	protein_coding	KNOWN	5	141018869	141030986	-1	ensembl	FCH and double SH3 domains 1 [Source:HGNC Symbol;Acc:25463]
ENSG00000197951	ZNF71	HGNC	protein_coding	KNOWN	19	57106664	57135540	1	ensembl	zinc finger protein 71 [Source:HGNC Symbol;Acc:13141]
ENSG00000197953	AADACL2	HGNC	protein_coding	KNOWN	3	151451704	151479127	1	ensembl	arylacetamide deacetylase-like 2 [Source:HGNC Symbol;Acc:24427]
ENSG00000197956	S100A6	HGNC	protein_coding	KNOWN	1	153507075	153508720	-1	ensembl	S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:10496]
ENSG00000197958	RPL12	HGNC	protein_coding	KNOWN	9	130209953	130213684	-1	ensembl	ribosomal protein L12 [Source:HGNC Symbol;Acc:10302]
ENSG00000197959	DNM3	HGNC	protein_coding	KNOWN	1	171810621	172387606	1	ensembl	dynamin 3 [Source:HGNC Symbol;Acc:29125]
ENSG00000197961	ZNF121	HGNC	protein_coding	KNOWN	19	9672859	9695209	-1	ensembl	zinc finger protein 121 [Source:HGNC Symbol;Acc:12904]
ENSG00000197965	MPZL1	HGNC	protein_coding	KNOWN	1	167690429	167761156	1	ensembl	myelin protein zero-like 1 [Source:HGNC Symbol;Acc:7226]
ENSG00000197969	VPS13A	HGNC	protein_coding	KNOWN	9	79792269	80036457	1	ensembl	vacuolar protein sorting 13 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:1908]
ENSG00000197971	MBP	HGNC	protein_coding	KNOWN	18	74690783	74845639	-1	ensembl	myelin basic protein [Source:HGNC Symbol;Acc:6925]
ENSG00000197976	AKAP17A	HGNC	protein_coding	KNOWN	X	1710486	1721407	1	ensembl	A kinase (PRKA) anchor protein 17A [Source:HGNC Symbol;Acc:18783]
ENSG00000197977	ELOVL2	HGNC	protein_coding	KNOWN	6	10980992	11044547	-1	ensembl	ELOVL fatty acid elongase 2 [Source:HGNC Symbol;Acc:14416]
ENSG00000197978	GOLGA6L9	HGNC	protein_coding	KNOWN	15	82722223	82731338	1	ensembl	golgin A6 family-like 9 [Source:HGNC Symbol;Acc:37229]
ENSG00000197980	RP11-6F2.7	Clone_based_vega_gene	protein_coding	NOVEL	3	156543270	156697347	1	havana	leucine-, glutamate- and lysine-rich protein 1 isoform 2  [Source:RefSeq peptide;Acc:NP_001180212]
ENSG00000197982	C1orf122	HGNC	protein_coding	KNOWN	1	38272651	38275126	1	ensembl	chromosome 1 open reading frame 122 [Source:HGNC Symbol;Acc:24789]
ENSG00000197991	PCDH20	HGNC	protein_coding	KNOWN	13	61983991	62002220	-1	ensembl	protocadherin 20 [Source:HGNC Symbol;Acc:14257]
ENSG00000197992	CLEC9A	HGNC	protein_coding	KNOWN	12	10183276	10218565	1	ensembl	C-type lectin domain family 9, member A [Source:HGNC Symbol;Acc:26705]
ENSG00000197993	KEL	HGNC	protein_coding	KNOWN	7	142638201	142659768	-1	ensembl	Kell blood group, metallo-endopeptidase [Source:HGNC Symbol;Acc:6308]
ENSG00000198000	NOL8	HGNC	protein_coding	KNOWN	9	95059640	95087918	-1	ensembl	nucleolar protein 8 [Source:HGNC Symbol;Acc:23387]
ENSG00000198001	IRAK4	HGNC	protein_coding	KNOWN	12	44152747	44183346	1	ensembl	interleukin-1 receptor-associated kinase 4 [Source:HGNC Symbol;Acc:17967]
ENSG00000198003	CCDC151	HGNC	protein_coding	KNOWN	19	11531273	11546603	-1	ensembl	coiled-coil domain containing 151 [Source:HGNC Symbol;Acc:28303]
ENSG00000198010	DLGAP2	HGNC	protein_coding	KNOWN	8	1449531	1656642	1	ensembl	discs, large (Drosophila) homolog-associated protein 2 [Source:HGNC Symbol;Acc:2906]
ENSG00000198015	MRPL42	HGNC	protein_coding	KNOWN	12	93861264	93897545	1	ensembl	mitochondrial ribosomal protein L42 [Source:HGNC Symbol;Acc:14493]
ENSG00000198018	ENTPD7	HGNC	protein_coding	KNOWN	10	101419263	101465997	1	ensembl	ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:19745]
ENSG00000198019	FCGR1B	HGNC	protein_coding	KNOWN	1	120926979	120935937	-1	ensembl	Fc fragment of IgG, high affinity Ib, receptor (CD64) [Source:HGNC Symbol;Acc:3614]
ENSG00000198021	SPANXA1	HGNC	protein_coding	KNOWN	X	140671796	140673133	-1	ensembl	sperm protein associated with the nucleus, X-linked, family member A1 [Source:HGNC Symbol;Acc:11218]
ENSG00000198026	ZNF335	HGNC	protein_coding	KNOWN	20	44577292	44600833	-1	ensembl	zinc finger protein 335 [Source:HGNC Symbol;Acc:15807]
ENSG00000198028	ZNF560	HGNC	protein_coding	KNOWN	19	9577031	9609279	-1	ensembl	zinc finger protein 560 [Source:HGNC Symbol;Acc:26484]
ENSG00000198033	TUBA3C	HGNC	protein_coding	KNOWN	13	19747910	19755992	-1	ensembl	tubulin, alpha 3c [Source:HGNC Symbol;Acc:12408]
ENSG00000198034	RPS4X	HGNC	protein_coding	KNOWN	X	71475529	71497150	-1	ensembl	ribosomal protein S4, X-linked [Source:HGNC Symbol;Acc:10424]
ENSG00000198035	AGAP9	HGNC	protein_coding	KNOWN	10	48189612	48237508	1	ensembl	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9 [Source:HGNC Symbol;Acc:23463]
ENSG00000198039	ZNF273	HGNC	protein_coding	KNOWN	7	64330550	64391344	1	ensembl	zinc finger protein 273 [Source:HGNC Symbol;Acc:13067]
ENSG00000198040	ZNF84	HGNC	protein_coding	KNOWN	12	133613878	133639885	1	ensembl	zinc finger protein 84 [Source:HGNC Symbol;Acc:13159]
ENSG00000198042	MAK16	HGNC	protein_coding	KNOWN	8	33342268	33358687	1	ensembl	MAK16 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:13703]
ENSG00000198046	ZNF667	HGNC	protein_coding	KNOWN	19	56950696	56988770	-1	ensembl	zinc finger protein 667 [Source:HGNC Symbol;Acc:28854]
ENSG00000198049	AVPR1B	HGNC	protein_coding	KNOWN	1	206223976	206231639	1	ensembl	arginine vasopressin receptor 1B [Source:HGNC Symbol;Acc:896]
ENSG00000198053	SIRPA	HGNC	protein_coding	KNOWN	20	1875154	1920543	1	ensembl	signal-regulatory protein alpha [Source:HGNC Symbol;Acc:9662]
ENSG00000198054	DSCR8	HGNC	protein_coding	KNOWN	21	39493545	39560110	1	ensembl	Down syndrome critical region gene 8 [Source:HGNC Symbol;Acc:16707]
ENSG00000198055	GRK6	HGNC	protein_coding	KNOWN	5	176830205	176869902	1	ensembl	G protein-coupled receptor kinase 6 [Source:HGNC Symbol;Acc:4545]
ENSG00000198056	PRIM1	HGNC	protein_coding	KNOWN	12	57125372	57146157	-1	ensembl	primase, DNA, polypeptide 1 (49kDa) [Source:HGNC Symbol;Acc:9369]
ENSG00000198060	MARCH5	HGNC	protein_coding	KNOWN	10	94050920	94113721	1	ensembl	membrane-associated ring finger (C3HC4) 5 [Source:HGNC Symbol;Acc:26025]
ENSG00000198062	POTEH	HGNC	protein_coding	KNOWN	22	16256332	16287937	-1	ensembl	POTE ankyrin domain family, member H [Source:HGNC Symbol;Acc:133]
ENSG00000198064	RP11-347C12.1	Clone_based_vega_gene	protein_coding	NOVEL	16	30234258	30265831	-1	ensembl	Putative NPIP-like protein LOC613037  [Source:UniProtKB/Swiss-Prot;Acc:A6NJU9]
ENSG00000198074	AKR1B10	HGNC	protein_coding	KNOWN	7	134212344	134226160	1	ensembl	aldo-keto reductase family 1, member B10 (aldose reductase) [Source:HGNC Symbol;Acc:382]
ENSG00000198075	SULT1C4	HGNC	protein_coding	KNOWN	2	108994367	109004513	1	ensembl	sulfotransferase family, cytosolic, 1C, member 4 [Source:HGNC Symbol;Acc:11457]
ENSG00000198077	CYP2A7	HGNC	protein_coding	KNOWN	19	41381344	41388657	-1	ensembl	cytochrome P450, family 2, subfamily A, polypeptide 7 [Source:HGNC Symbol;Acc:2611]
ENSG00000198081	ZFP161	HGNC	protein_coding	KNOWN	18	5289018	5296039	-1	ensembl	zinc finger protein 161 homolog (mouse) [Source:HGNC Symbol;Acc:12860]
ENSG00000198082	H2AFB1	HGNC	protein_coding	KNOWN	X	154113317	154113833	1	ensembl	H2A histone family, member B1 [Source:HGNC Symbol;Acc:22516]
ENSG00000198083	KRTAP9-9	HGNC	protein_coding	KNOWN	17	39405973	39412616	1	ensembl	keratin associated protein 9-9 [Source:HGNC Symbol;Acc:16773]
ENSG00000198087	CD2AP	HGNC	protein_coding	KNOWN	6	47445525	47594999	1	ensembl	CD2-associated protein [Source:HGNC Symbol;Acc:14258]
ENSG00000198088	NUP62CL	HGNC	protein_coding	KNOWN	X	106366657	106449670	-1	ensembl	nucleoporin 62kDa C-terminal like [Source:HGNC Symbol;Acc:25960]
ENSG00000198089	SFI1	HGNC	protein_coding	KNOWN	22	31884674	32014572	1	ensembl	Sfi1 homolog, spindle assembly associated (yeast) [Source:HGNC Symbol;Acc:29064]
ENSG00000198090	KRTAP4-6	HGNC	protein_coding	KNOWN	17	39295685	39296739	-1	ensembl	keratin associated protein 4-6 [Source:HGNC Symbol;Acc:18909]
ENSG00000198092	TMPRSS11F	HGNC	protein_coding	KNOWN	4	68918916	68995598	-1	ensembl	transmembrane protease, serine 11F [Source:HGNC Symbol;Acc:29994]
ENSG00000198093	ZNF649	HGNC	protein_coding	KNOWN	19	52392489	52408305	-1	ensembl	zinc finger protein 649 [Source:HGNC Symbol;Acc:25741]
ENSG00000198099	ADH4	HGNC	protein_coding	KNOWN	4	100044808	100078949	-1	ensembl	alcohol dehydrogenase 4 (class II), pi polypeptide [Source:HGNC Symbol;Acc:252]
ENSG00000198104	OR2T6	HGNC	protein_coding	KNOWN	1	248550910	248551836	1	ensembl	olfactory receptor, family 2, subfamily T, member 6 [Source:HGNC Symbol;Acc:15018]
ENSG00000198105	ZNF248	HGNC	protein_coding	KNOWN	10	38091751	38147034	-1	ensembl	zinc finger protein 248 [Source:HGNC Symbol;Acc:13041]
ENSG00000198106	SNX29P2	HGNC	protein_coding	KNOWN	16	29262829	29519817	1	ensembl	sorting nexin 29 pseudogene 2 [Source:HGNC Symbol;Acc:31914]
ENSG00000198108	CHSY3	HGNC	protein_coding	KNOWN	5	129240165	129522327	1	ensembl	chondroitin sulfate synthase 3 [Source:HGNC Symbol;Acc:24293]
ENSG00000198113	C9orf167	HGNC	protein_coding	KNOWN	9	140172201	140177093	1	ensembl	chromosome 9 open reading frame 167 [Source:HGNC Symbol;Acc:25981]
ENSG00000198121	LPAR1	HGNC	protein_coding	KNOWN	9	113635543	113800981	-1	ensembl	lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:3166]
ENSG00000198125	MB	HGNC	protein_coding	KNOWN	22	36002811	36033998	-1	ensembl	myoglobin [Source:HGNC Symbol;Acc:6915]
ENSG00000198128	OR2L3	HGNC	protein_coding	KNOWN	1	248223984	248224922	1	ensembl	olfactory receptor, family 2, subfamily L, member 3 [Source:HGNC Symbol;Acc:15009]
ENSG00000198129	DEFB107B	HGNC	protein_coding	KNOWN	8	7353368	7366833	1	ensembl	defensin, beta 107B [Source:HGNC Symbol;Acc:31918]
ENSG00000198130	HIBCH	HGNC	protein_coding	KNOWN	2	191054461	191208919	-1	ensembl	3-hydroxyisobutyryl-CoA hydrolase [Source:HGNC Symbol;Acc:4908]
ENSG00000198131	ZNF544	HGNC	protein_coding	KNOWN	19	58740070	58775010	1	ensembl	zinc finger protein 544 [Source:HGNC Symbol;Acc:16759]
ENSG00000198133	TMEM229B	HGNC	protein_coding	KNOWN	14	67913801	68000456	-1	ensembl	transmembrane protein 229B [Source:HGNC Symbol;Acc:20130]
ENSG00000198142	SOWAHC	HGNC	protein_coding	KNOWN	2	110371911	110376563	1	ensembl	sosondowah ankyrin repeat domain family member C [Source:HGNC Symbol;Acc:26149]
ENSG00000198146	ZNF770	HGNC	protein_coding	KNOWN	15	35270542	35280488	-1	ensembl	zinc finger protein 770 [Source:HGNC Symbol;Acc:26061]
ENSG00000198150	AC135178.1	Clone_based_ensembl_gene	protein_coding	KNOWN	17	8261731	8263538	-1	ensembl	HCG1985372; Uncharacterized protein; cDNA FLJ37541 fis, clone BRCAN2026340  [Source:UniProtKB/TrEMBL;Acc:Q8N1U9]
ENSG00000198153	AC011467.1	Clone_based_ensembl_gene	protein_coding	KNOWN	19	22867969	22869468	1	ensembl	Zinc finger protein 676  [Source:UniProtKB/Swiss-Prot;Acc:Q8N7Q3]
ENSG00000198156	RP11-57A19.3	Clone_based_vega_gene	protein_coding	NOVEL	16	28353876	28374829	-1	havana	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E9PJ23]
ENSG00000198157	HMGN5	HGNC	protein_coding	KNOWN	X	80369200	80457441	-1	ensembl	high mobility group nucleosome binding domain 5 [Source:HGNC Symbol;Acc:8013]
ENSG00000198160	MIER1	HGNC	protein_coding	KNOWN	1	67390578	67454302	1	ensembl	mesoderm induction early response 1 homolog (Xenopus laevis) [Source:HGNC Symbol;Acc:29657]
ENSG00000198161	PPIAL4C	HGNC	protein_coding	KNOWN	1	149553003	149553787	1	ensembl	peptidylprolyl isomerase A (cyclophilin A)-like 4C [Source:HGNC Symbol;Acc:33995]
ENSG00000198162	MAN1A2	HGNC	protein_coding	KNOWN	1	117910071	118071494	1	ensembl	mannosidase, alpha, class 1A, member 2 [Source:HGNC Symbol;Acc:6822]
ENSG00000198168	SVIP	HGNC	protein_coding	KNOWN	11	22835345	22851845	-1	ensembl	small VCP/p97-interacting protein [Source:HGNC Symbol;Acc:25238]
ENSG00000198169	ZNF251	HGNC	protein_coding	KNOWN	8	145946298	145981802	-1	ensembl	zinc finger protein 251 [Source:HGNC Symbol;Acc:13045]
ENSG00000198171	DDRGK1	HGNC	protein_coding	KNOWN	20	3170996	3185331	-1	ensembl	DDRGK domain containing 1 [Source:HGNC Symbol;Acc:16110]
ENSG00000198173	FAM47C	HGNC	protein_coding	KNOWN	X	37026432	37029739	1	ensembl	family with sequence similarity 47, member C [Source:HGNC Symbol;Acc:25301]
ENSG00000198176	TFDP1	HGNC	protein_coding	KNOWN	13	114239013	114295504	1	ensembl	transcription factor Dp-1 [Source:HGNC Symbol;Acc:11749]
ENSG00000198178	CLEC4C	HGNC	protein_coding	KNOWN	12	7882011	7904201	-1	ensembl	C-type lectin domain family 4, member C [Source:HGNC Symbol;Acc:13258]
ENSG00000198182	ZNF607	HGNC	protein_coding	KNOWN	19	38187264	38210691	-1	ensembl	zinc finger protein 607 [Source:HGNC Symbol;Acc:28192]
ENSG00000198183	BPIFA1	HGNC	protein_coding	KNOWN	20	31823801	31831115	1	ensembl	BPI fold containing family A, member 1 [Source:HGNC Symbol;Acc:15749]
ENSG00000198185	ZNF334	HGNC	protein_coding	KNOWN	20	45129709	45142198	-1	ensembl	zinc finger protein 334 [Source:HGNC Symbol;Acc:15806]
ENSG00000198189	HSD17B11	HGNC	protein_coding	KNOWN	4	88257762	88312538	-1	ensembl	hydroxysteroid (17-beta) dehydrogenase 11 [Source:HGNC Symbol;Acc:22960]
ENSG00000198198	SZT2	HGNC	protein_coding	KNOWN	1	43855553	43918321	1	ensembl	seizure threshold 2 homolog (mouse) [Source:HGNC Symbol;Acc:29040]
ENSG00000198203	SULT1C2	HGNC	protein_coding	KNOWN	2	108905095	108926371	1	ensembl	sulfotransferase family, cytosolic, 1C, member 2 [Source:HGNC Symbol;Acc:11456]
ENSG00000198205	ZXDA	HGNC	protein_coding	KNOWN	X	57931864	57937067	-1	ensembl	zinc finger, X-linked, duplicated A [Source:HGNC Symbol;Acc:13198]
ENSG00000198208	RPS6KL1	HGNC	protein_coding	KNOWN	14	75370657	75390099	-1	ensembl	ribosomal protein S6 kinase-like 1 [Source:HGNC Symbol;Acc:20222]
ENSG00000198211	TUBB3	HGNC	protein_coding	KNOWN	16	89987800	90005169	1	havana	tubulin, beta 3 class III [Source:HGNC Symbol;Acc:20772]
ENSG00000198216	CACNA1E	HGNC	protein_coding	KNOWN	1	181382238	181777219	1	ensembl	calcium channel, voltage-dependent, R type, alpha 1E subunit [Source:HGNC Symbol;Acc:1392]
ENSG00000198218	QRICH1	HGNC	protein_coding	KNOWN	3	49067140	49131796	-1	ensembl	glutamine-rich 1 [Source:HGNC Symbol;Acc:24713]
ENSG00000198223	CSF2RA	HGNC	protein_coding	KNOWN	X	1387693	1429274	1	ensembl	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2435]
ENSG00000198225	FKBP1C	HGNC	protein_coding	KNOWN	6	63921351	63922929	1	ensembl	FK506 binding protein 1C [Source:HGNC Symbol;Acc:21376]
ENSG00000198231	DDX42	HGNC	protein_coding	KNOWN	17	61851567	61896676	1	ensembl	DEAD (Asp-Glu-Ala-Asp) box polypeptide 42 [Source:HGNC Symbol;Acc:18676]
ENSG00000198242	RPL23A	HGNC	protein_coding	KNOWN	17	27046411	27051377	1	ensembl	ribosomal protein L23a [Source:HGNC Symbol;Acc:10317]
ENSG00000198246	SLC29A3	HGNC	protein_coding	KNOWN	10	73079015	73123142	1	ensembl	solute carrier family 29 (nucleoside transporters), member 3 [Source:HGNC Symbol;Acc:23096]
ENSG00000198250	ANTXRL	HGNC	protein_coding	KNOWN	10	47657581	47701443	1	ensembl	anthrax toxin receptor-like [Source:HGNC Symbol;Acc:27277]
ENSG00000198251	AC008537.1	Clone_based_ensembl_gene	protein_coding	KNOWN	19	41414377	41416754	-1	ensembl	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H0Y402]
